"Language","Survey_Date","State","Risky_Hydro","Risky_Solar","Risky_Wind","Risky_Nuclear","Risky_Coal","Risky_Gas","Risky_Oil","Risky_INDHydro","Risky_INDSolar","Risky_INDWind","Risky_INDBiogas","Risky_INDDiesel","Risky_INDKerosene","Risky_INDFirewoodetc","Risky_INDLPG","Ben_Hydro","Ben_Solar","Ben_Wind","Ben_Nuclear","Ben_Coal","Ben_Gas","Ben_Oil","Ben_INDHydro","Ben_INDSolar","Ben_INDWind","Ben_INDDiesel","Ben_INDBiogas","Ben_INDFirewoodetc","Ben_INDLPG","Ben_INDKerosene","N_accept","N_reluctantlyaccept","N_reject","K_IINTRFER","K_IPRIVACY","K_SHARM","K_IPROTECT","K_SLIMCHOI","K_SPROTECT","K_HEQUAL","K_HREVDIS1","K_EDISCRIM","K_ERADEQ1","K_EWEALTH","K_ERADEQ2","DECISIONDECEN","DECISIONCEN","SYSTEMTOTAL","SYSTEMTECHNO","SYSTEMDEMO","SYSTEMRELIGION","INDUSTRYSMALL","INDUSTRYLARGE","ECONOMYLOCAL","ECONOMYGLOBAL","DEVOVERENV","ENVOVERDEV","OWNERPVT","OWNERPUB","OWNERREG","OWNERNOREG","WEALTHLIM","MECHANISATION","DISPLACESOLAR","POLLUTESOLAR","HEALTHSOLAR","JOBSSOLAR","BEAUTYSOLAR","PRIDESOLAR","NPRIDESOLAR","DEVSOLAR","PROSPERSOLAR","RELYSOLAR","DISPLACEROOFS","POLLUTEROOFS","HEALTHROOFS","JOBSROOFS","BEAUTYROOFS","PRIDEROOFS","NPRIDEROOFS","DEVROOFS","PROSPERROOFS","RELYROOFS","DISPLACEDIESEL","POLLUTEDIESEL","HEALTHDIESEL","JOBSDIESEL","BEAUTYDIESEL","PRIDEDIESEL","NPRIDEDIESEL","DEVDIESEL","PROSPERDIESEL","RELYDIESEL","DISPLACEFIRE","POLLUTEFIRE","HEALTHFIRE","JOBSFIRE","BEAUTYFIRE","PRIDEFIRE","NPRIDEFIRE","DEVFIRE","PROSPERFIRE","RELYFIRE","DISPLACECOAL","POLLUTECOAL","HEALTHCOAL","JOBSCOAL","BEAUTYCOAL","PRIDECOAL","NPRIDECOAL","DEVCOAL","PROSPERCOAL","RELYCOAL","DISPLACENUCLEAR","POLLUTENUCLEAR","HEALTHNUCLEAR","JOBSNUCLEAR","BEAUTYNUCLEAR","PRIDENUCLEAR","NPRIDENUCLEAR","DEVNUCLEAR","PROSPERNUCLEAR","RELYNUCLEAR","Age","Urban_Rural","Gender","Caste","Religion","Otherreligion"
"HI","09-12-2021","Up",2,1,NA,NA,2,1,2,2,1,NA,1,1,NA,2,1,4,4,NA,NA,5,5,4,5,5,NA,5,4,2,5,1,NA,NA,1,1,5,1,1,1,2,1,1,5,1,2,1,1,1,5,5,5,1,5,5,5,2,1,2,5,1,2,3,5,4,1,1,1,5,1,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,1,4,1,5,5,5,5,5,5,5,2,3,3,1,5,2,2,2,2,2,1,5,5,5,5,4,4,4,5,4,2,2,3,4,4,4,3,4,4,4,"35-44 years old","Rural","Male","OBC","Hinduism",NA
"BN","09-12-2021","West Bengal",2,2,2,2,4,3,4,2,1,1,3,3,2,2,2,5,5,4,2,4,4,3,3,2,3,5,4,2,2,2,NA,NA,NA,2,2,4,4,3,2,5,4,5,2,1,1,NA,NA,5,3,4,1,1,5,2,4,4,1,2,4,4,2,2,2,1,1,1,1,1,4,4,4,4,4,1,1,1,1,1,4,5,5,5,5,2,3,4,2,4,2,4,4,4,4,5,5,3,4,4,4,3,3,4,NA,4,4,4,2,4,5,5,5,5,5,NA,NA,NA,3,4,4,4,4,4,4,"45-54 years old","Rural","Female","General","Hinduism",NA
"BN","09-12-2021","West Bengal",4,4,2,5,3,3,4,2,1,1,2,3,3,3,3,4,4,3,3,5,5,5,2,3,3,4,2,2,2,2,NA,NA,NA,2,2,2,2,4,4,5,4,2,1,1,1,2,4,2,4,2,1,2,4,3,4,1,1,2,4,4,2,4,3,2,2,2,2,2,4,4,4,4,4,1,1,1,1,1,5,4,5,5,5,3,2,3,5,5,3,4,3,5,5,1,4,4,4,3,4,4,NA,5,4,4,4,4,4,5,4,4,4,5,5,NA,NA,3,4,NA,4,4,3,2,2,"45-54 years old","Rural","Male","General","Hinduism",NA
"BN","09-12-2021","West Bengal",NA,1,2,5,3,4,5,NA,2,3,2,3,3,3,4,NA,5,3,2,2,3,4,NA,5,2,3,5,2,2,3,NA,4,NA,4,NA,2,4,1,1,5,5,2,2,2,2,4,1,NA,5,4,NA,NA,5,4,4,4,2,4,4,2,5,5,5,4,4,5,NA,4,4,4,4,NA,1,2,2,3,2,2,3,NA,NA,4,4,4,4,4,4,4,NA,NA,NA,4,3,1,2,4,4,1,2,2,1,NA,4,NA,4,4,NA,2,4,4,4,4,NA,4,2,4,4,4,NA,NA,NA,NA,3,"45-54 years old","Rural","Male","General","Hinduism",NA
"BN","09-12-2021","West Bengal",3,3,4,3,4,5,4,2,3,4,3,4,NA,NA,3,5,3,4,4,2,5,3,3,3,5,5,4,5,3,3,2,2,3,2,3,4,3,3,4,2,2,2,2,3,2,4,4,4,5,4,4,3,2,3,3,3,2,4,2,2,3,3,2,3,3,2,5,5,5,4,4,3,5,3,2,4,4,4,4,4,5,5,4,3,4,5,5,5,5,4,4,5,4,3,4,5,5,4,4,4,5,5,4,3,2,3,2,2,2,3,3,5,4,2,3,4,4,5,5,4,NA,1,2,"55-64 years old","Rural","Male","General","Hinduism",NA
"BN","09-12-2021","West Bengal",4,4,4,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,3,3,2,4,NA,5,5,2,1,NA,NA,NA,NA,4,3,2,5,2,3,4,3,3,3,2,3,4,5,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,4,4,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54 years old","Rural","Male","General","Hinduism",NA
"BN","09-12-2021","West Bengal",2,1,NA,4,4,3,5,2,1,4,3,3,3,2,NA,4,5,5,4,5,5,5,2,2,NA,3,5,3,4,3,4,2,2,2,2,2,2,4,4,5,5,1,NA,1,1,2,3,4,4,2,1,2,4,3,NA,1,1,1,2,2,4,5,NA,1,1,1,3,2,4,4,4,4,5,1,1,1,1,1,4,4,5,4,NA,2,3,4,3,2,4,2,2,NA,2,2,2,2,3,3,4,5,4,4,4,2,4,4,NA,5,5,5,4,NA,4,2,2,2,3,3,NA,5,4,4,4,"25-34 years old","Rural","Female","SC","Other (Please mention)",NA
"BN","09-12-2021","West Bengal",4,4,5,NA,5,5,5,3,4,4,4,4,4,4,4,5,5,5,NA,2,3,3,3,4,3,3,3,4,4,3,NA,NA,NA,5,5,2,4,1,1,4,4,2,3,1,3,4,2,4,2,5,1,1,5,1,4,5,1,4,2,2,NA,4,5,3,3,2,3,1,2,4,4,NA,NA,NA,1,1,2,2,3,4,3,3,3,NA,4,4,NA,NA,NA,NA,NA,NA,4,2,4,3,NA,4,3,NA,NA,NA,NA,4,5,4,NA,NA,4,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44 years old","Urban","Male","ST","Hinduism",NA
"BN","09-12-2021","West Bengal",2,1,1,5,4,3,3,2,1,NA,3,3,3,2,3,5,5,4,4,4,3,4,2,3,2,2,2,3,2,3,4,1,2,2,2,2,2,1,1,4,4,1,2,1,1,2,NA,3,5,2,1,1,2,NA,4,1,1,1,5,1,NA,4,NA,1,1,1,4,1,4,5,5,5,2,1,1,1,2,1,4,5,4,2,2,1,2,3,1,1,3,NA,NA,NA,4,1,2,4,1,1,4,NA,NA,4,5,4,5,5,2,4,5,5,5,5,2,2,2,2,2,4,4,4,4,4,NA,"25-34 years old","Rural","Male","General","Hinduism",NA
"BN","09-12-2021","West Bengal",2,1,4,3,3,3,4,2,2,3,2,2,3,4,5,5,5,5,4,5,3,5,3,3,3,4,4,5,5,5,NA,NA,NA,4,4,5,4,2,1,4,4,4,2,2,2,1,2,4,4,1,4,1,5,1,5,4,2,4,3,2,3,4,4,2,1,2,3,2,4,4,5,5,4,2,2,2,2,3,4,4,4,4,4,2,4,5,5,5,4,3,3,5,1,1,2,3,4,4,4,4,3,4,4,4,5,5,4,3,3,5,2,5,2,4,5,5,5,5,5,2,2,5,NA,"18-24 years old","Rural","Female","OBC","Islam",NA
"BN","09-12-2021","West Bengal",2,2,2,5,5,4,5,2,1,2,3,3,3,2,4,2,3,3,1,1,2,2,2,2,2,1,2,4,3,2,1,3,NA,3,3,2,4,3,3,2,3,3,1,1,1,3,NA,4,3,3,4,5,1,3,3,NA,3,3,2,NA,NA,3,4,1,1,1,2,1,3,3,3,4,4,1,1,1,2,2,3,3,2,2,3,4,5,5,NA,4,2,2,2,2,3,1,2,1,NA,3,3,4,4,4,3,4,4,5,4,3,2,2,3,3,3,5,5,5,4,5,3,3,2,2,3,"18-24 years old","Rural","Male","General","Hinduism",NA
"HI","09-12-2021","Up",4,2,1,4,5,5,4,1,2,4,2,4,4,5,1,1,3,4,5,2,3,1,1,1,2,1,3,1,4,1,1,3,2,4,1,3,3,5,2,2,1,1,1,1,3,3,1,3,1,NA,5,3,5,5,NA,1,3,3,2,1,5,3,3,2,2,3,2,2,3,4,4,4,4,3,3,3,5,3,4,3,2,5,2,1,2,3,4,4,4,4,4,2,1,1,3,3,2,2,3,5,4,4,3,4,1,1,3,4,1,4,1,4,5,2,2,1,5,5,5,5,3,1,5,"25-34 years old","Urban","Female","ST","Hinduism",NA
"HI","08-12-2021","Up",2,1,1,1,NA,1,1,2,1,1,NA,1,1,1,1,4,4,4,4,NA,4,4,4,4,4,4,1,4,1,4,NA,NA,3,5,5,1,5,5,1,5,5,1,1,1,1,5,1,5,5,5,5,5,5,5,5,4,2,1,1,2,5,5,5,1,1,1,2,1,5,1,5,5,2,1,1,1,4,1,5,4,4,4,4,1,5,5,5,5,1,2,5,5,5,1,1,1,1,4,4,1,4,5,5,4,4,5,5,5,5,4,5,5,1,5,5,5,1,5,1,5,5,1,1,"35-44 years old","Rural","Male","OBC","Hinduism",NA
"HI","10-12-2021","Up",1,1,1,1,1,1,1,3,4,1,4,1,1,4,1,4,4,4,4,1,4,4,4,2,3,2,3,1,3,3,NA,1,NA,5,5,4,2,2,4,4,5,1,1,1,1,5,1,5,5,5,1,1,5,2,5,5,5,5,2,1,5,NA,5,1,1,1,1,1,5,5,4,4,2,1,1,1,2,1,2,2,2,2,4,5,5,5,4,5,1,1,1,1,2,2,5,1,1,1,1,1,1,4,5,5,5,2,5,5,1,4,1,1,5,5,5,5,1,5,2,5,1,1,5,"18-24 years old","Rural","Male","OBC","Islam",NA
"HI","10-12-2021","Up",4,1,1,3,3,2,NA,2,1,1,2,2,NA,3,2,4,3,NA,4,3,4,NA,NA,4,3,4,4,3,3,NA,NA,NA,NA,3,5,2,2,2,1,4,5,1,1,2,1,5,2,4,5,5,3,2,5,3,4,4,3,4,2,1,4,5,5,1,1,1,5,1,5,5,5,5,5,1,1,1,4,1,5,5,5,5,5,2,5,4,4,5,4,4,5,4,5,2,5,5,4,5,5,3,NA,4,5,4,5,4,5,4,4,5,5,4,4,3,4,NA,5,3,4,5,5,4,5,"25-34 years old","Rural","Male","General","Hinduism",NA
"BN","10-12-2021","West Bengal",4,1,NA,5,4,4,NA,4,1,NA,2,3,3,NA,5,1,5,3,NA,NA,3,NA,NA,5,NA,3,5,5,NA,3,NA,4,NA,4,2,2,4,4,NA,4,4,2,1,1,2,NA,2,NA,4,NA,4,NA,4,2,4,4,2,NA,4,2,NA,5,4,NA,2,2,NA,NA,4,NA,NA,4,4,NA,2,4,2,4,4,NA,NA,NA,4,NA,4,NA,NA,NA,2,NA,NA,2,3,1,4,4,4,1,NA,NA,NA,NA,4,NA,4,4,4,NA,NA,NA,5,5,NA,NA,5,5,4,4,NA,NA,NA,4,NA,"35-44 years old","Rural","Female",NA,"Hinduism",NA
"BN","10-12-2021","West Bengal",NA,1,1,4,4,NA,4,NA,1,NA,3,4,4,1,4,NA,4,2,1,2,2,2,NA,NA,NA,2,2,4,3,2,1,2,4,2,3,NA,2,NA,NA,2,2,2,1,NA,1,NA,NA,4,NA,NA,3,2,4,3,3,NA,NA,4,4,NA,NA,4,4,1,1,1,3,1,4,4,3,3,4,1,1,1,2,1,3,4,4,4,4,2,4,4,2,5,1,2,2,3,NA,1,1,1,2,1,4,4,4,3,NA,5,5,5,3,5,2,3,3,3,NA,5,5,5,2,5,1,1,1,NA,4,"25-34 years old","Rural","Male","General","Islam",NA
"HI","10-12-2021","Up",3,1,2,4,3,1,2,2,1,3,2,2,NA,4,2,3,4,4,4,2,3,3,2,5,2,3,3,4,3,2,4,4,2,3,4,1,3,1,1,5,5,1,1,2,1,5,1,5,5,5,1,2,5,4,5,3,2,4,2,1,4,5,5,2,1,1,5,1,5,5,5,4,5,1,1,1,5,1,5,5,5,5,5,2,4,5,4,4,5,4,5,5,5,3,5,5,4,5,4,3,3,4,5,4,5,5,5,4,4,4,5,4,4,NA,4,NA,4,NA,4,5,5,5,5,"25-34 years old","Rural","Male","Brahmin","Hinduism",NA
"BN","10-12-2021","West Bengal",2,2,4,5,NA,5,NA,NA,2,NA,2,5,3,1,5,NA,5,NA,2,NA,3,NA,2,3,NA,3,4,4,2,3,4,4,NA,NA,4,2,4,2,2,4,4,2,2,2,2,4,2,NA,4,4,4,2,4,2,4,4,2,5,4,1,5,5,5,NA,2,3,NA,NA,4,4,4,4,NA,NA,NA,2,NA,2,4,NA,NA,4,4,NA,4,NA,NA,2,5,NA,NA,4,NA,NA,2,2,2,2,2,NA,NA,2,4,4,NA,2,4,NA,NA,NA,NA,4,4,NA,4,4,NA,4,3,3,3,4,3,"25-34 years old","Rural","Male",NA,"Hinduism",NA
"BN","10-12-2021","West Bengal",NA,1,NA,4,4,2,2,NA,2,NA,NA,2,2,1,2,NA,3,NA,1,2,NA,NA,NA,NA,NA,2,NA,4,2,2,1,NA,NA,4,3,NA,4,NA,NA,1,2,1,1,NA,1,NA,NA,4,4,NA,5,4,5,2,NA,NA,NA,3,4,NA,NA,NA,4,1,1,1,NA,2,3,3,NA,NA,NA,1,1,1,2,2,3,3,NA,NA,NA,5,5,5,NA,4,3,3,NA,NA,4,1,1,1,NA,2,4,4,4,NA,4,4,4,4,4,4,3,NA,3,NA,4,4,4,4,NA,5,3,2,2,NA,4,"35-44 years old","Rural","Male","General","Islam",NA
"HI","10-12-2021","Up",3,1,4,2,3,3,2,1,3,3,4,2,3,1,1,1,4,3,5,1,2,3,2,3,3,5,1,2,3,3,2,NA,4,1,5,4,3,5,1,2,2,3,2,1,4,3,2,5,3,4,5,3,3,2,2,3,3,2,4,1,2,5,2,1,3,3,3,5,2,5,3,1,3,2,2,3,4,1,3,5,4,5,3,3,2,3,3,4,1,4,4,4,3,3,3,4,2,3,1,3,5,4,2,2,3,2,3,2,2,3,1,5,2,1,4,2,4,3,5,3,5,5,3,"35-44 years old","Rural","Male","SC","Hinduism",NA
"BN","10-12-2021","West Bengal",4,2,5,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,1,2,3,NA,4,2,NA,2,4,NA,NA,NA,NA,5,3,2,5,3,4,4,2,NA,NA,NA,NA,NA,5,NA,1,NA,NA,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44 years old","Rural","Male","General","Islam",NA
"HI","10-12-2021","Up",1,1,NA,1,3,2,3,NA,NA,NA,NA,1,1,NA,NA,4,4,4,4,4,4,4,NA,4,4,4,4,4,4,2,NA,NA,NA,1,1,1,1,1,1,5,5,1,1,5,1,1,1,5,1,5,5,1,5,5,2,1,1,1,1,1,4,5,5,1,1,1,1,1,5,5,5,4,5,5,NA,4,5,4,5,4,5,5,5,1,1,1,4,1,1,1,4,1,1,5,5,5,5,1,5,2,4,1,5,NA,4,5,2,4,5,4,2,4,5,1,5,5,1,5,1,1,1,1,1,"18-24 years old","Rural","Male","OBC","Hinduism",NA
"BN","10-12-2021","West Bengal",5,4,5,NA,4,5,5,4,4,3,NA,4,NA,1,5,5,5,5,NA,1,NA,1,3,4,NA,3,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,3,3,4,3,4,2,1,4,NA,NA,4,4,5,NA,1,5,3,NA,NA,NA,NA,NA,NA,NA,4,5,NA,1,1,NA,2,5,5,5,NA,NA,1,1,1,NA,1,3,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54 years old","Rural","Male","General","Islam",NA
"BN","10-12-2021","West Bengal",2,2,2,4,3,3,3,2,1,NA,NA,3,3,1,2,2,2,2,1,1,1,1,2,NA,NA,2,2,4,3,2,2,NA,4,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,NA,NA,4,NA,NA,4,2,4,2,4,4,1,3,2,NA,NA,4,4,2,2,2,NA,NA,4,NA,4,4,NA,1,1,2,3,2,4,NA,4,NA,NA,3,4,4,NA,4,2,3,3,4,4,2,2,2,3,2,NA,NA,4,2,4,3,4,3,4,3,2,3,4,4,4,5,5,5,3,5,2,NA,NA,NA,3,"18-24 years old","Rural","Male","General","Islam",NA
"HI","10-12-2021","Up",3,1,1,4,3,2,2,2,1,2,3,4,2,4,2,4,4,2,3,3,3,3,3,5,3,3,3,3,3,2,4,4,3,1,1,1,1,1,4,5,5,1,1,1,1,5,1,5,4,5,1,1,5,3,5,4,4,4,1,1,4,5,5,1,1,1,5,1,4,5,5,5,5,1,1,1,5,1,5,5,5,5,5,3,5,5,4,5,3,3,4,4,5,3,5,5,4,5,3,4,4,3,4,4,5,5,4,5,3,3,4,4,4,4,4,4,4,3,4,4,5,4,5,"18-24 years old","Rural","Male","OBC","Hinduism",NA
"HI","10-12-2021","Up",3,3,4,1,3,1,1,3,3,1,1,3,5,5,1,2,3,1,1,4,2,2,3,1,2,4,1,2,2,5,3,2,1,2,3,2,4,4,4,3,5,1,3,3,4,2,4,5,5,3,5,5,2,1,3,3,2,3,3,1,2,5,4,2,1,4,3,1,5,2,5,1,5,3,3,1,1,3,3,5,2,1,5,1,5,5,1,5,2,2,2,1,4,1,4,2,4,4,5,1,1,4,1,2,5,1,3,5,2,5,5,5,2,2,4,2,1,1,3,3,3,1,4,"25-34 years old","Rural","Male","SC","Hinduism",NA
"BN","10-12-2021","West Bengal",5,1,1,4,2,2,2,1,1,3,NA,2,2,1,2,3,4,3,2,2,2,4,3,4,NA,3,4,4,3,3,4,4,4,2,2,NA,2,NA,NA,2,2,4,2,2,1,4,NA,4,3,NA,2,2,4,3,3,NA,2,3,3,NA,NA,4,5,1,1,1,2,1,4,4,4,4,4,1,1,1,NA,1,4,4,4,3,3,3,3,3,NA,3,2,4,4,4,4,2,2,2,2,1,NA,4,3,3,4,4,4,4,4,4,3,3,4,4,4,4,5,5,4,5,3,3,3,4,4,"35-44 years old","Rural","Male","SC","Hinduism",NA
"HI","10-12-2021","Up",2,1,2,NA,NA,NA,NA,3,1,3,NA,3,NA,3,2,2,5,3,3,3,3,3,3,5,3,3,4,3,3,NA,NA,4,2,3,4,1,3,1,1,4,5,1,1,2,1,5,1,4,5,4,2,1,5,3,4,3,3,2,1,1,4,5,5,1,1,1,5,1,5,5,5,5,4,1,1,1,5,1,5,5,5,4,4,3,5,5,4,5,4,NA,4,4,5,2,5,5,4,4,4,3,4,4,5,NA,5,5,4,4,4,3,4,4,5,4,4,4,4,NA,5,4,4,5,5,"45-54 years old","Rural","Male","General","Hinduism",NA
"BN","10-12-2021","West Bengal",5,3,5,NA,5,5,5,3,4,4,NA,5,NA,NA,5,4,5,5,NA,2,NA,1,3,5,4,4,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,3,3,3,4,4,2,2,1,NA,NA,5,5,5,NA,2,5,5,4,NA,1,NA,NA,NA,NA,4,5,1,1,1,NA,1,4,4,5,5,NA,1,1,1,NA,2,5,4,5,5,NA,NA,5,4,NA,4,NA,NA,4,3,4,4,5,4,NA,4,NA,NA,NA,NA,NA,5,5,5,NA,5,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54 years old","Rural","Female","General","Hinduism",NA
"BN","10-12-2021","West Bengal",3,2,2,5,3,4,NA,3,2,2,2,4,3,2,5,4,5,NA,2,2,4,NA,2,5,NA,2,4,2,NA,2,NA,4,3,4,2,2,4,2,NA,4,3,2,2,2,2,NA,1,5,5,NA,5,2,3,NA,5,5,NA,4,2,1,4,4,4,NA,4,4,NA,2,4,4,NA,4,1,NA,NA,4,4,NA,4,4,4,NA,5,NA,4,4,4,4,NA,NA,NA,4,1,2,2,3,3,2,5,4,NA,NA,5,4,4,4,4,2,NA,4,4,NA,2,4,4,4,4,4,NA,NA,NA,4,3,"35-44 years old","Urban","Male","SC","Hinduism",NA
"BN","10-12-2021","West Bengal",2,1,1,5,4,4,4,3,1,1,2,4,3,4,4,2,5,4,NA,2,2,1,3,5,4,2,4,4,2,2,3,4,2,5,2,2,3,1,2,4,5,1,2,2,2,NA,NA,NA,5,4,1,2,4,4,4,2,1,1,2,NA,3,NA,4,2,1,2,NA,1,5,4,4,NA,4,2,1,1,2,1,5,4,5,3,4,4,5,4,2,4,3,1,NA,2,4,NA,2,4,NA,2,4,3,2,2,4,4,5,5,3,4,2,2,2,3,4,NA,2,1,NA,2,5,4,4,3,4,"35-44 years old","Rural","Male","OBC","Hinduism",NA
"HI","10-12-2021","Up",2,2,2,4,2,2,4,4,1,1,1,2,3,4,2,4,4,4,1,2,3,1,1,5,4,2,2,3,4,1,NA,NA,NA,3,3,1,3,1,1,1,5,1,3,4,3,5,4,3,2,2,3,4,3,1,1,5,3,3,4,2,1,5,5,5,5,2,1,5,2,3,3,2,2,4,1,4,4,4,3,3,5,5,1,1,2,3,4,4,2,5,4,4,3,5,2,2,1,5,5,5,4,5,5,3,2,5,5,5,5,4,2,2,3,2,5,2,1,1,1,5,1,5,5,"25-34 years old","Rural","Male","SC","Hinduism",NA
"BN","10-12-2021","West Bengal",3,3,4,NA,NA,NA,NA,5,3,4,3,4,NA,3,5,4,5,5,NA,NA,NA,NA,5,5,4,3,NA,3,1,NA,NA,NA,NA,3,1,4,3,NA,NA,4,4,5,3,1,1,NA,NA,NA,NA,5,4,2,5,1,4,5,1,NA,NA,NA,NA,4,5,NA,1,1,NA,1,4,4,NA,5,NA,NA,2,1,NA,1,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,4,4,4,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44 years old","Rural","Female","General","Hinduism",NA
"BN","10-12-2021","West Bengal",2,1,4,4,2,5,3,3,1,4,2,3,4,2,4,2,4,4,1,3,2,2,2,5,3,2,4,3,1,2,3,NA,2,3,4,2,4,2,1,5,2,4,2,2,1,4,NA,NA,5,2,3,4,4,2,3,3,2,3,4,2,NA,4,5,2,1,1,2,1,5,4,5,3,5,1,1,2,NA,1,5,5,4,4,5,2,4,2,2,3,4,4,3,2,4,2,4,2,NA,4,3,2,2,2,4,4,3,2,2,4,2,4,4,NA,5,2,2,1,4,2,4,5,4,4,5,"35-44 years old","Rural","Female","SC","Hinduism",NA
"BN","10-12-2021","West Bengal",NA,1,2,5,NA,3,NA,NA,1,NA,1,2,2,1,3,NA,3,2,1,2,3,2,NA,NA,NA,2,3,3,2,2,1,NA,4,NA,4,3,NA,NA,2,2,3,2,1,1,2,NA,NA,4,NA,NA,3,3,4,3,3,NA,NA,4,3,NA,NA,4,5,1,1,1,NA,2,3,4,4,NA,4,1,1,1,3,2,4,NA,4,NA,NA,2,3,4,NA,4,3,3,4,3,4,1,1,1,NA,2,NA,NA,4,NA,4,2,4,4,3,4,4,2,3,3,4,5,5,5,2,4,2,3,2,NA,4,"25-34 years old","Rural","Male","OBC","Hinduism",NA
"BN","10-12-2021","West Bengal",4,2,NA,3,4,5,3,4,2,3,2,5,5,5,5,3,5,4,NA,3,4,3,4,5,3,3,5,3,4,3,4,NA,NA,2,1,1,5,1,1,1,4,2,2,1,1,2,4,5,5,5,1,2,5,5,NA,3,1,2,1,1,4,5,4,1,1,1,5,1,5,5,5,5,1,1,1,1,4,2,5,5,5,4,3,4,5,5,5,5,2,2,2,2,NA,1,2,2,3,2,2,3,1,3,NA,4,5,5,5,5,4,4,4,4,NA,5,5,5,5,5,5,5,NA,NA,NA,"55-64 years old","Rural","Male","General","Hinduism",NA
"HI","10-12-2021","Up",4,1,1,3,4,5,4,2,1,3,1,4,4,2,4,4,5,4,4,4,2,3,3,4,3,2,2,2,2,1,4,4,NA,5,4,2,4,2,2,5,5,1,1,1,2,5,4,5,5,5,5,4,5,1,3,5,4,2,2,2,4,5,4,1,4,1,2,1,1,2,5,2,5,2,2,1,5,3,2,NA,4,5,5,5,2,4,2,1,5,5,2,1,5,5,5,4,5,NA,NA,4,4,4,4,1,1,1,1,5,1,1,5,5,5,5,1,1,1,1,1,5,5,5,5,"35-44 years old","Rural","Male","SC","Hinduism",NA
"BN","10-12-2021","West Bengal",5,2,4,5,5,5,5,4,3,4,5,4,NA,2,5,5,5,5,NA,5,NA,1,3,4,4,2,5,2,5,1,NA,NA,NA,1,1,2,4,3,3,3,4,2,1,1,1,NA,NA,NA,NA,5,3,1,5,3,4,3,2,NA,NA,3,4,4,5,2,1,1,1,1,4,4,5,5,3,NA,1,1,2,1,4,5,5,5,5,NA,5,4,NA,4,4,4,3,4,3,NA,4,4,NA,4,NA,3,NA,NA,NA,4,4,4,NA,5,5,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44 years old","Rural","Female","SC","Hinduism",NA
"HI","10-12-2021","Up",3,1,2,3,4,2,3,3,1,3,2,4,2,5,2,3,5,3,4,3,3,2,3,5,3,3,3,2,3,2,NA,4,NA,1,3,2,5,2,2,5,5,1,1,2,1,5,1,5,5,5,1,2,2,5,5,5,5,1,1,1,5,5,5,1,1,1,5,1,5,5,5,5,5,1,1,1,5,1,5,5,5,5,5,2,5,5,4,5,5,4,3,4,5,3,5,5,4,5,4,4,4,4,5,4,5,5,4,5,3,4,4,4,5,2,3,4,4,4,4,4,4,4,5,"18-24 years old","Rural","Male","OBC","Hinduism",NA
"HI","10-12-2021","Up",1,3,3,5,4,5,3,3,1,4,1,2,2,4,3,2,2,4,2,4,2,2,1,3,4,1,2,4,2,2,2,1,4,3,3,3,5,5,2,2,1,1,4,5,3,1,4,2,5,3,3,4,4,1,2,4,3,5,4,2,3,5,5,2,4,3,3,3,5,3,3,2,3,2,3,2,2,3,5,1,1,1,3,1,1,2,5,1,2,3,2,2,2,2,3,3,4,1,1,4,2,1,3,1,2,2,4,3,1,1,1,2,4,1,3,4,2,2,4,5,4,5,1,"18-24 years old","Rural","Male","SC","Islam",NA
